year,geography_id,geography_name,geography_level,parent_district_id,parent_district_name,focus_role,area_type,table_basis,count_male,count_female,count_total,rate,within_area_count,outside_area_count,outside_state_count,source_id,quality_flag
2017,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,18379,17283,35662,,18017,17645,2560,karnataka_crs_2017,
2017,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,9653,9175,18828,15.51,18017,811,,karnataka_crs_2017,
2017,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,10632,9970,20602,,11399,9203,1662,karnataka_crs_2017,
2017,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,6027,5709,11736,19.29,11399,337,,karnataka_crs_2017,
2018,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,1522,1521,3043,,2530,513,88,karnataka_crs_2018,
2018,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,7446,7251,14697,14.11,2530,12167,,karnataka_crs_2018,
2018,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,18742,17919,36661,,20868,15793,2558,karnataka_crs_2018,
2018,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,17074,16483,33557,14.63,20868,12689,,karnataka_crs_2018,
2018,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,17220,16398,33618,,18338,15280,2470,karnataka_crs_2018,
2018,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,9628,9232,18860,15.06,18338,522,,karnataka_crs_2018,
2018,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,9721,9265,18986,,9160,9826,1942,karnataka_crs_2018,
2018,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,5059,4965,10024,15.97,9160,864,,karnataka_crs_2018,
2019,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,1334,1302,2636,,2121,515,89,karnataka_crs_2019,
2019,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,7306,6857,14163,13.69,2121,12042,,karnataka_crs_2019,
2019,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,18994,17704,36698,,19213,17485,2837,karnataka_crs_2019,
2019,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,16429,15453,31882,13.7,19213,12669,,karnataka_crs_2019,
2019,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,17660,16402,34062,,17092,16970,2748,karnataka_crs_2019,
2019,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,9123,8596,17719,13.72,17092,627,,karnataka_crs_2019,
