event_month,event_year,family_group,family_group_label,source_label,event_count
2026-06,2026,education,Education,Mangalorean.com,1
2026-06,2026,education,Education,Other sources,2
2026-06,2026,fire_emergency,Fire and emergency,Mangalore Today,1
2026-06,2026,governance,Governance,Mangalorean.com,5
2026-06,2026,governance,Governance,Other sources,3
2026-06,2026,health,Health,Mangalorean.com,3
2026-06,2026,health,Health,Other sources,1
2026-06,2026,other,Other,Mangalore Today,2
2026-06,2026,other,Other,Mangalorean.com,5
2026-06,2026,other,Other,Other sources,4
2026-06,2026,crime_public_safety,Public safety,Mangalorean.com,1
2026-06,2026,flood_weather,Rain and weather,Daijiworld,1
2026-06,2026,flood_weather,Rain and weather,Mangalore Today,1
2026-06,2026,flood_weather,Rain and weather,Mangalorean.com,2
2026-06,2026,flood_weather,Rain and weather,Other sources,2
2026-06,2026,road_safety,Road safety,Daijiworld,1
2026-06,2026,road_safety,Road safety,Mangalore Today,3
2026-06,2026,road_safety,Road safety,Mangalorean.com,1
2026-06,2026,road_safety,Road safety,Namma Kudla News,1
2026-06,2026,road_safety,Road safety,Other sources,7
2026-09,2026,health,Health,Mangalore Today,1
